REPORTE MENSUAL COMPLETO — ESTRATEGIAS GANADORAS XAUUSD
10 años: 2016-01-04 → 2026-05-06  (123.6 meses)
Objetivos: Ret≥2% | MaxDD≥-7% | PeorDia≥-3% | Trades≥7/mes


================================================================================
  M15  —  M15
  Señal: ver strategy_M15.py  |  SLM=0.8×ATR  TP=5.0×ATR  Hold=12  RP=0.3%
================================================================================
  Mes         Retorno    MaxDD   PeorDia  Trades    WR%       Equity   Obj?
  May 2019     +1.13%   -1.19%    -1.19%      23   30.4%       455,610  ❌
  Jun 2019     +1.66%   -1.57%    -0.90%      28   39.3%       463,160  ❌
  Jul 2019     +0.99%   -2.27%    -0.90%      20   30.0%       467,767  ❌
  Aug 2019     +5.40%   -1.02%    -0.90%      21   52.4%       493,011  ✅
  Sep 2019     +2.19%   -3.81%    -1.19%      30   26.7%       503,822  ✅
  Oct 2019     +5.75%   -2.07%    -0.90%      30   43.3%       532,810  ✅
  Nov 2019     -1.46%   -4.35%    -1.49%      39   20.5%       525,025  ❌
  Dec 2019     +3.16%   -1.66%    -1.49%      37   29.7%       541,607  ✅
  Jan 2020     +4.84%   -1.48%    -0.75%      30   43.3%       567,845  ✅
  Feb 2020     +1.28%   -2.38%    -1.19%      20   35.0%       575,086  ❌
  Mar 2020    +13.15%   -0.90%    -0.60%      27   59.3%       650,726  ✅
  Apr 2020     +4.16%   -1.01%    -0.60%      19   47.4%       677,802  ✅
  May 2020     +1.54%   -0.79%    -0.60%      11   45.5%       688,248  ❌
  Jun 2020     +1.62%   -1.79%    -1.19%      34   26.5%       699,396  ❌
  Jul 2020     +4.06%   -1.94%    -0.60%      30   40.0%       727,779  ✅
  Aug 2020     +3.15%   -2.06%    -1.19%      26   42.3%       750,690  ✅
  Sep 2020     +5.29%   -1.56%    -0.60%      31   41.9%       790,408  ✅
  Oct 2020     +6.75%   -1.98%    -0.90%      25   44.0%       843,763  ✅
  Nov 2020     +4.91%   -0.94%    -0.90%      31   41.9%       885,196  ✅
  Dec 2020     +3.99%   -1.49%    -0.90%      28   39.3%       920,500  ✅
  Jan 2021     +5.92%   -1.79%    -1.19%      32   37.5%       974,992  ✅
  Feb 2021     +0.30%   -1.90%    -1.19%      17   29.4%       977,940  ❌
  Mar 2021     -1.89%   -3.24%    -1.49%      34   23.5%       959,468  ❌
  Apr 2021     -0.38%   -2.83%    -1.19%      23   26.1%       955,803  ❌
  May 2021    +12.94%   -0.90%    -0.51%      41   48.8%     1,079,470  ✅
  Jun 2021     +1.70%   -1.84%    -0.90%      39   35.9%     1,097,843  ❌
  Jul 2021     +2.26%   -2.62%    -1.19%      22   31.8%     1,122,684  ✅
  Aug 2021     +3.45%   -2.44%    -1.49%      35   34.3%     1,161,422  ✅
  Sep 2021     +6.51%   -1.49%    -1.19%      33   36.4%     1,237,042  ✅
  Oct 2021     +4.43%   -1.08%    -0.60%      19   47.4%     1,291,786  ✅
  Nov 2021     +6.26%   -2.37%    -1.49%      37   32.4%     1,372,669  ✅
  Dec 2021     +1.92%   -1.36%    -0.79%      24   37.5%     1,399,023  ❌
  Jan 2022     +8.94%   -1.49%    -1.49%      32   40.6%     1,524,073  ✅
  Feb 2022     +4.26%   -2.59%    -0.90%      23   34.8%     1,589,044  ✅
  Mar 2022    +10.04%   -1.49%    -1.49%      29   48.3%     1,748,586  ✅
  Apr 2022     +8.16%   -1.79%    -0.90%      35   42.9%     1,891,252  ✅
  May 2022     -0.36%   -2.30%    -0.90%      22   27.3%     1,884,464  ❌
  Jun 2022    +10.58%   -1.19%    -1.19%      26   53.8%     2,083,807  ✅
  Jul 2022     +5.82%   -1.19%    -0.60%      27   51.9%     2,205,078  ✅
  Aug 2022    +10.45%   -1.73%    -0.90%      32   50.0%     2,435,577  ✅
  Sep 2022     +0.93%   -2.47%    -0.90%      35   31.4%     2,458,302  ❌
  Oct 2022     +3.51%   -1.98%    -1.49%      37   29.7%     2,544,469  ✅
  Nov 2022     +6.89%   -1.34%    -0.90%      32   40.6%     2,719,759  ✅
  Dec 2022    +11.04%   -1.56%    -1.19%      33   39.4%     3,019,893  ✅
  Jan 2023     +5.34%   -1.86%    -0.90%      35   34.3%     3,181,256  ✅
  Feb 2023     +6.39%   -1.49%    -0.90%      35   34.3%     3,384,683  ✅
  Mar 2023     +0.99%   -1.99%    -1.19%      33   27.3%     3,418,245  ❌
  Apr 2023     +2.90%   -1.14%    -0.60%      12   50.0%     3,517,317  ✅
  May 2023     +7.23%   -1.19%    -0.90%      29   41.4%     3,771,662  ✅
  Jun 2023     +3.20%   -1.19%    -0.90%      23   34.8%     3,892,361  ✅
  Jul 2023     +2.68%   -1.19%    -0.90%      19   36.8%     3,996,484  ✅
  Aug 2023     +5.81%   -2.08%    -0.90%      39   33.3%     4,228,678  ✅
  Sep 2023     +9.32%   -1.19%    -0.90%      29   44.8%     4,622,819  ✅
  Oct 2023     +7.82%   -1.51%    -1.19%      33   42.4%     4,984,373  ✅
  Nov 2023     +3.02%   -2.56%    -1.19%      28   32.1%     5,134,984  ✅
  Dec 2023     -0.20%   -3.69%    -1.19%      28   25.0%     5,124,523  ❌
  Jan 2024     +4.95%   -1.79%    -1.49%      30   40.0%     5,377,935  ✅
  Feb 2024     -1.16%   -4.04%    -1.55%      27   22.2%     5,315,708  ❌
  Mar 2024     +5.70%   -1.79%    -1.19%      24   41.7%     5,618,742  ✅
  Apr 2024     +1.06%   -2.78%    -1.19%      35   28.6%     5,678,043  ❌
  May 2024     -2.11%   -2.70%    -1.49%      35   25.7%     5,558,077  ❌
  Jun 2024     +1.91%   -4.12%    -1.49%      29   24.1%     5,664,427  ❌
  Jul 2024     +1.29%   -3.40%    -1.49%      50   32.0%     5,737,463  ❌
  Aug 2024     +3.94%   -2.28%    -1.05%      48   37.5%     5,963,364  ✅
  Sep 2024     +6.32%   -1.79%    -1.49%      47   42.6%     6,340,447  ✅
  Oct 2024     -0.49%   -2.18%    -1.49%      42   26.2%     6,309,322  ❌
  Nov 2024     -2.33%   -4.41%    -1.49%      29   20.7%     6,162,390  ❌
  Dec 2024     +7.38%   -1.52%    -1.49%      43   37.2%     6,616,948  ✅
  Jan 2025     +3.32%   -2.08%    -1.49%      56   28.6%     6,836,308  ✅
  Feb 2025     +8.65%   -2.46%    -1.49%      40   52.5%     7,427,500  ✅
  Mar 2025    +13.86%   -0.90%    -0.90%      38   60.5%     8,456,695  ✅
  Apr 2025     +0.72%   -3.22%    -1.49%      46   37.0%     8,517,758  ❌
  May 2025     +0.60%   -3.20%    -1.49%      38   36.8%     8,568,649  ❌
  Jun 2025     +4.17%   -2.07%    -0.90%      39   38.5%     8,926,059  ✅
  Jul 2025     +4.07%   -2.81%    -1.19%      45   33.3%     9,289,087  ✅
  Aug 2025     +8.97%   -2.43%    -1.19%      46   39.1%    10,122,230  ✅
  Sep 2025     +0.55%   -4.48%    -1.49%      45   28.9%    10,178,198  ❌
  Oct 2025     +8.25%   -1.62%    -0.99%      47   46.8%    11,017,467  ✅
  Nov 2025     +1.92%   -2.54%    -0.90%      41   31.7%    11,229,145  ❌
  Dec 2025     +6.78%   -3.02%    -1.49%      56   41.1%    11,990,137  ✅
  Jan 2026     +9.32%   -1.33%    -1.19%      45   51.1%    13,108,065  ✅
  Feb 2026     -0.86%   -2.33%    -1.49%      44   27.3%    12,994,753  ❌
  Mar 2026     +2.55%   -2.96%    -1.49%      36   33.3%    13,325,567  ✅
  Apr 2026     +0.83%   -2.27%    -1.12%      38   34.2%    13,435,680  ❌
  May 2026     -1.27%   -1.79%    -1.49%       7   14.3%    13,265,284  ❌
  ---------------------------------------------------------------------------
  RESUMEN: 82/125 meses pasan | Ȳ Ret=+4.05% | Ȳ DD=-2.00% | Ȳ Peor Día=-1.06% | Ȳ T/mes=30.6 | Ȳ WR=37.2% | Trades totales=3,824
================================================================================

================================================================================
  30M  —  30M
  Señal: ver strategy_30M.py  |  SLM=1.0×ATR  TP=3.0×ATR  Hold=24  RP=0.5%
================================================================================
  Mes         Retorno    MaxDD   PeorDia  Trades    WR%       Equity   Obj?
  ---------------------------------------------------------------------------
  Jan 2016     +0.47%   -1.49%    -0.50%       8   37.5%       100,473  ❌
  Feb 2016     +3.70%   -2.96%    -0.50%      11   36.4%       104,189  ✅
  Mar 2016     +0.26%   -1.99%    -1.00%      12   25.0%       104,459  ❌
  Apr 2016     -0.82%   -2.48%    -1.00%      11   27.3%       103,599  ❌
  May 2016     -0.04%   -1.99%    -1.49%      12   25.0%       103,552  ❌
  Jun 2016    +12.86%   -1.00%    -0.81%      20   65.0%       116,870  ✅
  Jul 2016     +3.01%   -3.45%    -1.00%      11   36.4%       120,388  ✅
  Aug 2016     +2.46%   -2.96%    -1.00%      15   33.3%       123,351  ✅
  Sep 2016     -1.60%   -3.53%    -1.49%      14   21.4%       121,373  ❌
  Oct 2016     -1.71%   -4.12%    -1.49%      15   20.0%       119,296  ❌
  Nov 2016     +2.64%   -1.49%    -1.00%      16   37.5%       122,448  ✅
  Dec 2016     +1.53%   -1.99%    -1.00%      18   33.3%       124,323  ❌
  Jan 2017     +2.49%   -1.49%    -0.50%       7   42.9%       127,422  ✅
  Feb 2017     +7.24%   -1.99%    -1.49%      15   53.3%       136,651  ✅
  Mar 2017    +10.77%   -0.67%    -0.50%      12   66.7%       151,375  ✅
  Apr 2017     -1.03%   -2.48%    -1.00%      10   20.0%       149,821  ❌
  May 2017     -0.54%   -4.89%    -1.00%      13   23.1%       149,005  ❌
  Jun 2017     -0.54%   -2.48%    -1.49%      13   23.1%       148,194  ❌
  Jul 2017     +0.75%   -1.99%    -1.00%      14   35.7%       149,308  ❌
  Aug 2017     -0.48%   -2.00%    -1.00%      11   18.2%       148,584  ❌
  Sep 2017     +0.95%   -2.48%    -1.00%      14   28.6%       149,992  ❌
  Oct 2017     +2.05%   -1.49%    -1.49%      17   41.2%       153,065  ✅
  Nov 2017     -2.45%   -2.96%    -1.00%      12   16.7%       149,320  ❌
  Dec 2017    +10.78%   -1.00%    -0.50%      13   69.2%       165,416  ✅
  Jan 2018     -1.54%   -2.48%    -1.00%      15   20.0%       162,874  ❌
  Feb 2018     -0.96%   -2.49%    -1.00%      17   23.5%       161,314  ❌
  Mar 2018     +2.99%   -1.49%    -1.00%      10   40.0%       166,141  ✅
  Apr 2018     +4.69%   -1.00%    -1.00%      13   53.8%       173,936  ✅
  May 2018     +1.98%   -1.49%    -0.50%       7   28.6%       177,380  ❌
  Jun 2018     -3.41%   -3.93%    -1.00%      10   20.0%       171,332  ❌
  Jul 2018     +7.83%   -1.49%    -1.00%       9   66.7%       184,747  ✅
  Aug 2018     +2.81%   -1.17%    -0.50%      13   38.5%       189,945  ✅
  Sep 2018     -0.21%   -1.67%    -1.00%      10   30.0%       189,538  ❌
  Oct 2018     +7.07%   -1.99%    -1.00%      12   58.3%       202,934  ✅
  Nov 2018     +3.01%   -1.00%    -0.50%       6   50.0%       209,036  ❌
  Dec 2018     +2.46%   -1.99%    -1.49%      16   37.5%       214,182  ✅
  Jan 2019     +7.82%   -1.49%    -0.50%      11   54.5%       230,938  ✅
  Feb 2019     +3.97%   -1.49%    -1.49%      10   50.0%       240,106  ✅
  Mar 2019     -1.67%   -2.96%    -1.00%       9   22.2%       236,108  ❌
  Apr 2019     +1.45%   -1.49%    -1.00%      13   30.8%       239,542  ❌
  May 2019     +7.26%   -1.00%    -0.50%      13   61.5%       256,935  ✅
  Jun 2019     +2.87%   -1.99%    -0.50%      12   41.7%       264,313  ✅
  Jul 2019     +1.44%   -1.04%    -0.50%       7   42.9%       268,123  ❌
  Aug 2019     +0.28%   -2.96%    -1.00%      14   28.6%       268,876  ❌
  Sep 2019     -0.05%   -2.98%    -1.00%      13   23.1%       268,735  ❌
  Oct 2019     +4.62%   -1.90%    -0.50%      15   46.7%       281,158  ✅
  Nov 2019     -0.45%   -3.45%    -1.49%      17   23.5%       279,880  ❌
  Dec 2019     +1.49%   -2.85%    -1.00%      17   35.3%       284,047  ❌
  Jan 2020     +3.46%   -1.49%    -1.00%      12   41.7%       293,889  ✅
  Feb 2020     +0.44%   -1.49%    -1.00%      10   30.0%       295,188  ❌
  Mar 2020     +2.57%   -1.00%    -0.50%      12   50.0%       302,763  ✅
  Apr 2020     +3.67%   -1.00%    -1.00%      10   50.0%       313,869  ✅
  May 2020     -1.00%   -1.00%    -0.50%       2    0.0%       310,738  ❌
  Jun 2020     -0.46%   -3.77%    -1.00%      19   36.8%       309,304  ❌
  Jul 2020     +2.43%   -2.48%    -1.00%      16   37.5%       316,813  ✅
  Aug 2020     -0.93%   -2.03%    -1.00%      15   40.0%       313,878  ❌
  Sep 2020     +2.31%   -1.99%    -1.00%      18   33.3%       321,120  ✅
  Oct 2020     -1.37%   -2.96%    -1.49%      14   21.4%       316,706  ❌
  Nov 2020     +2.37%   -2.69%    -1.00%      18   33.3%       324,224  ✅
  Dec 2020     +2.34%   -1.49%    -1.00%      14   42.9%       331,819  ✅
  Jan 2021     +2.30%   -1.49%    -1.00%      15   26.7%       339,449  ✅
  Feb 2021     -1.63%   -1.63%    -1.00%       9   22.2%       333,915  ❌
  Mar 2021     -0.04%   -2.00%    -1.00%      13   23.1%       333,766  ❌
  Apr 2021     -1.06%   -2.96%    -1.49%      12   25.0%       330,212  ❌
  May 2021     +3.03%   -1.62%    -1.49%      17   47.1%       340,222  ✅
  Jun 2021     +1.26%   -2.98%    -1.49%      20   30.0%       344,502  ❌
  Jul 2021     -1.31%   -2.49%    -1.00%      13   23.1%       339,991  ❌
  Aug 2021     +0.96%   -2.48%    -1.00%      17   29.4%       343,248  ❌
  Sep 2021     +2.98%   -3.45%    -1.00%      21   38.1%       353,462  ✅
  Oct 2021     +2.22%   -1.00%    -1.00%      10   40.0%       361,293  ✅
  Nov 2021     +7.63%   -1.49%    -1.00%      18   44.4%       388,846  ✅
  Dec 2021     -1.86%   -2.82%    -1.00%       9   22.2%       381,617  ❌
  Jan 2022     +2.10%   -1.85%    -1.49%      21   33.3%       389,631  ✅
  Feb 2022     +2.68%   -1.49%    -1.49%      19   36.8%       400,077  ✅
  Mar 2022     +0.50%   -2.49%    -1.00%      12   25.0%       402,074  ❌
  Apr 2022     +3.22%   -1.49%    -0.50%      15   40.0%       415,022  ✅
  May 2022     +3.91%   -1.49%    -0.50%      14   42.9%       431,258  ✅
  Jun 2022     +2.87%   -1.00%    -1.00%      12   41.7%       443,630  ✅
  Jul 2022     +3.36%   -1.72%    -0.50%      15   46.7%       458,515  ✅
  Aug 2022    +14.89%   -1.00%    -1.00%      15   73.3%       526,774  ✅
  Sep 2022     -3.58%   -4.53%    -1.00%      17   11.8%       507,921  ❌
  Oct 2022     +0.41%   -3.93%    -1.49%      23   26.1%       510,017  ❌
  Nov 2022     +1.95%   -2.96%    -1.00%      17   35.3%       519,958  ❌
  Dec 2022     +1.96%   -1.51%    -1.00%      11   27.3%       530,173  ❌
  Jan 2023     +2.46%   -1.99%    -1.00%      15   33.3%       543,223  ✅
  Feb 2023     +6.72%   -1.67%    -0.50%      17   47.1%       579,712  ✅
  Mar 2023     -0.70%   -2.00%    -1.49%      15   20.0%       575,664  ❌
  Apr 2023     -1.99%   -1.49%    -0.50%       4    0.0%       564,237  ❌
  May 2023     +1.95%   -2.48%    -1.00%      15   33.3%       575,236  ❌
  Jun 2023     +3.14%   -1.99%    -1.00%      15   46.7%       593,271  ✅
  Jul 2023     +3.79%   -1.00%    -1.00%      11   45.5%       615,767  ✅
  Aug 2023     +7.28%   -1.49%    -1.00%      23   43.5%       660,606  ✅
  Sep 2023    +10.29%   -1.49%    -1.00%      16   62.5%       728,562  ✅
  Oct 2023    +10.20%   -1.89%    -1.00%      17   58.8%       802,846  ✅
  Nov 2023     +2.90%   -1.49%    -1.00%      12   41.7%       826,109  ✅
  Dec 2023     +2.14%   -1.83%    -1.00%      14   42.9%       843,774  ✅
  Jan 2024     -0.87%   -4.41%    -1.49%      15   20.0%       836,404  ❌
  Feb 2024     +2.48%   -1.49%    -0.50%      11   36.4%       857,121  ✅
  Mar 2024     +1.96%   -3.45%    -1.49%      12   33.3%       873,959  ❌
  Apr 2024     +0.77%   -2.73%    -0.50%      14   42.9%       880,709  ❌
  May 2024     -4.16%   -5.91%    -1.07%      22   18.2%       844,079  ❌
  Jun 2024     +3.88%   -1.16%    -1.00%      10   50.0%       876,818  ✅
  Jul 2024     +6.99%   -2.22%    -1.00%      22   45.5%       938,115  ✅
  Aug 2024     +5.34%   -3.12%    -1.00%      24   45.8%       988,219  ✅
  Sep 2024     +4.51%   -1.99%    -1.61%      21   47.6%     1,032,753  ✅
  Oct 2024     +1.74%   -1.99%    -1.00%      19   31.6%     1,050,722  ❌
  Nov 2024     +3.59%   -3.04%    -1.49%      14   35.7%     1,088,409  ✅
  Dec 2024     +5.71%   -1.37%    -1.00%      24   45.8%     1,150,507  ✅
  Jan 2025     +4.58%   -2.96%    -1.49%      24   37.5%     1,203,220  ✅
  Feb 2025     +5.13%   -1.99%    -1.49%      19   42.1%     1,264,919  ✅
  Mar 2025     +6.13%   -1.00%    -1.00%      11   54.5%     1,342,429  ✅
  Apr 2025     +0.44%   -1.99%    -1.49%      20   35.0%     1,348,357  ❌
  May 2025     +6.67%   -1.49%    -0.50%      12   58.3%     1,438,336  ✅
  Jun 2025     +6.62%   -1.99%    -1.00%      17   47.1%     1,533,541  ✅
  Jul 2025     +1.92%   -3.93%    -1.49%      24   29.2%     1,562,968  ❌
  Aug 2025     +4.90%   -2.56%    -0.50%      22   36.4%     1,639,576  ✅
  Sep 2025     +3.48%   -3.95%    -1.49%      17   35.3%     1,696,608  ✅
  Oct 2025     +1.48%   -1.73%    -1.00%      15   40.0%     1,721,722  ❌
  Nov 2025     +3.43%   -2.96%    -1.00%      16   37.5%     1,780,859  ✅
  Dec 2025     +5.43%   -1.99%    -1.00%      21   38.1%     1,877,473  ✅
  Jan 2026     +0.96%   -3.23%    -1.49%      16   31.2%     1,895,440  ❌
  Feb 2026     +6.74%   -1.99%    -1.49%      21   42.9%     2,023,105  ✅
  Mar 2026     +0.42%   -1.78%    -1.00%      16   31.2%     2,031,568  ❌
  Apr 2026     +1.80%   -1.66%    -1.00%      10   40.0%     2,068,190  ❌
  May 2026     -0.30%   -1.49%    -1.49%       4   25.0%     2,061,928  ❌
  ---------------------------------------------------------------------------
  RESUMEN: 66/125 meses pasan | Ȳ Ret=+2.50% | Ȳ DD=-2.17% | Ȳ Peor Día=-1.02% | Ȳ T/mes=14.4 | Ȳ WR=37.3% | Trades totales=1,795
================================================================================

================================================================================
  1H  —  1H
  Señal: ver strategy_1H.py  |  SLM=0.5×ATR  TP=5.0×ATR  Hold=2  RP=0.5%
================================================================================
  Mes         Retorno    MaxDD   PeorDia  Trades    WR%       Equity   Obj?
  ---------------------------------------------------------------------------
  Jan 2016     +9.66%   -0.90%    -0.90%      17   70.6%       109,662  ✅
  Feb 2016    +10.83%   -1.49%    -1.49%      16   75.0%       121,538  ✅
  Mar 2016     +4.56%   -1.27%    -0.50%      14   42.9%       127,082  ✅
  Apr 2016     +4.13%   -1.70%    -0.50%      18   50.0%       132,328  ✅
  May 2016     -0.05%   -2.67%    -1.00%      18   38.9%       132,262  ❌
  Jun 2016     +8.56%   -1.49%    -1.00%      22   63.6%       143,586  ✅
  Jul 2016     +6.27%   -1.22%    -0.50%      14   64.3%       152,589  ✅
  Aug 2016     +1.83%   -1.10%    -0.53%      17   47.1%       155,380  ❌
  Sep 2016     +4.27%   -1.99%    -1.00%      21   42.9%       162,009  ✅
  Oct 2016     +6.71%   -1.49%    -1.00%      19   52.6%       172,872  ✅
  Nov 2016     +7.54%   -1.85%    -0.50%      25   52.0%       185,912  ✅
  Dec 2016     +4.67%   -2.96%    -1.00%      20   50.0%       194,594  ✅
  Jan 2017     +6.95%   -0.75%    -0.50%      19   63.2%       208,122  ✅
  Feb 2017     +5.01%   -1.30%    -1.30%      19   52.6%       218,553  ✅
  Mar 2017     +3.64%   -1.84%    -0.81%      22   45.5%       226,509  ✅
  Apr 2017     +4.87%   -0.50%    -0.50%       9   77.8%       237,542  ✅
  May 2017     -2.85%   -3.26%    -1.00%      15   20.0%       230,773  ❌
  Jun 2017     +1.24%   -1.49%    -0.50%      12   41.7%       233,633  ❌
  Jul 2017     -2.37%   -3.14%    -1.00%      17   29.4%       228,099  ❌
  Aug 2017     +1.10%   -1.98%    -0.66%      18   44.4%       230,603  ❌
  Sep 2017     +1.58%   -2.97%    -1.00%      16   31.2%       234,243  ❌
  Oct 2017     -1.25%   -3.91%    -0.67%      21   42.9%       231,307  ❌
  Nov 2017     +5.59%   -1.49%    -1.00%      15   53.3%       244,228  ✅
  Dec 2017     +6.75%   -1.49%    -0.50%      13   53.8%       260,721  ✅
  Jan 2018     +7.59%   -1.99%    -0.50%      23   52.2%       280,510  ✅
  Feb 2018     -0.53%   -3.29%    -1.00%      20   35.0%       279,028  ❌
  Mar 2018    +10.89%   -1.99%    -1.00%      22   59.1%       309,402  ✅
  Apr 2018     -2.92%   -3.02%    -1.00%      12   25.0%       300,364  ❌
  May 2018     -2.94%   -2.94%    -0.50%       9   22.2%       291,532  ❌
  Jun 2018     +1.67%   -1.62%    -0.50%      17   47.1%       296,403  ❌
  Jul 2018     +7.52%   -1.49%    -0.50%      18   50.0%       318,678  ✅
  Aug 2018     +0.97%   -1.00%    -1.00%      14   57.1%       321,753  ❌
  Sep 2018     +2.17%   -1.61%    -0.84%      15   46.7%       328,720  ✅
  Oct 2018     +9.45%   -2.18%    -1.00%      32   56.2%       359,788  ✅
  Nov 2018     -0.49%   -3.42%    -1.00%      13   38.5%       358,035  ❌
  Dec 2018     +6.81%   -1.75%    -0.50%      21   61.9%       382,415  ✅
  Jan 2019     -1.68%   -2.44%    -1.00%      18   38.9%       375,974  ❌
  Feb 2019     +0.97%   -3.06%    -0.50%      13   38.5%       379,615  ❌
  Mar 2019     +4.27%   -1.02%    -1.00%      14   50.0%       395,820  ✅
  Apr 2019     +3.21%   -3.15%    -1.49%      21   47.6%       408,516  ✅
  May 2019     -1.87%   -1.87%    -0.52%      17   41.2%       400,889  ❌
  Jun 2019     +4.33%   -1.00%    -0.50%      16   68.8%       418,265  ✅
  Jul 2019     +2.43%   -1.00%    -0.50%       9   44.4%       428,443  ✅
  Aug 2019     +7.91%   -1.49%    -1.00%      22   54.5%       462,325  ✅
  Sep 2019     +1.74%   -1.95%    -0.50%      16   37.5%       470,366  ❌
  Oct 2019     +5.23%   -1.65%    -1.00%      19   47.4%       494,981  ✅
  Nov 2019     +1.49%   -1.99%    -0.50%      23   47.8%       502,361  ❌
  Dec 2019     +8.33%   -1.00%    -1.00%      20   55.0%       544,212  ✅
  Jan 2020     +8.74%   -1.00%    -0.50%      15   53.3%       591,783  ✅
  Feb 2020    +11.23%   -1.00%    -0.55%      18   61.1%       658,262  ✅
  Mar 2020     +8.45%   -1.00%    -0.50%      20   65.0%       713,910  ✅
  Apr 2020     +1.22%   -1.00%    -0.50%      15   60.0%       722,606  ❌
  May 2020     +1.95%   -0.76%    -0.76%       8   62.5%       736,709  ❌
  Jun 2020     +1.35%   -2.38%    -0.97%      19   31.6%       746,689  ❌
  Jul 2020     +8.73%   -1.00%    -0.50%      17   64.7%       811,885  ✅
  Aug 2020     +1.91%   -1.30%    -0.50%      21   61.9%       827,423  ❌
  Sep 2020     +6.85%   -1.26%    -1.00%      25   48.0%       884,099  ✅
  Oct 2020     +1.62%   -1.67%    -1.00%      20   50.0%       898,448  ❌
  Nov 2020     +7.36%   -1.16%    -0.67%      19   57.9%       964,588  ✅
  Dec 2020     +9.62%   -1.99%    -1.00%      21   71.4%     1,057,347  ✅
  Jan 2021     +2.14%   -1.93%    -0.79%      19   47.4%     1,080,012  ✅
  Feb 2021     +3.40%   -1.92%    -0.93%      14   50.0%     1,116,694  ✅
  Mar 2021     +6.00%   -1.05%    -0.86%      17   52.9%     1,183,751  ✅
  Apr 2021     +3.99%   -1.00%    -0.50%      15   53.3%     1,230,980  ✅
